BEVOEGD GEZAG NUMMER;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;PLAATSNAAM;PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;CROHO ONDERDEEL;VOLTIJD ONDERWIJS;DEELTIJD ONDERWIJS;DUAAL ONDERWIJS;TOTAAL
41350;reguliere inst.;27PZ;Hogeschool INHOLLAND;ROTTERDAM;Zuid-Holland;0599;Rotterdam;onderwijs;191;75;209;475
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0503;Delft;techniek;2508;0;164;2672
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;economie;9944;819;1828;12591
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;gedrag en maatschappij;2310;170;126;2606
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;gezondheidszorg;1678;322;315;2315
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;onderwijs;1232;140;0;1372
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;techniek;3841;147;0;3988
41378;reguliere inst.;27UM;De Haagse Hogeschool;'S-GRAVENHAGE;Zuid-Holland;0637;Zoetermeer;techniek;557;0;0;557
41618;reguliere inst.;09OT;Iselinge Hogeschool;DOETINCHEM;Gelderland;0222;Doetinchem;gedrag en maatschappij;0;77;0;77
41618;reguliere inst.;09OT;Iselinge Hogeschool;DOETINCHEM;Gelderland;0222;Doetinchem;onderwijs;378;75;0;453
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Flevoland;0034;Almere;economie;2018;0;0;2018
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Flevoland;0034;Almere;gedrag en maatschappij;517;155;0;672
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Flevoland;0034;Almere;gezondheidszorg;402;99;0;501
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Flevoland;0034;Almere;onderwijs;190;226;0;416
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Flevoland;0034;Almere;techniek;1016;0;90;1106
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Friesland;0080;Leeuwarden;onderwijs;0;3;0;3
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Groningen;0014;Groningen;onderwijs;0;31;0;31
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0153;Enschede;onderwijs;0;37;0;37
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;economie;6420;231;57;6708
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;gedrag en maatschappij;2404;778;49;3231
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;gezondheidszorg;1774;583;0;2357
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;onderwijs;3673;532;0;4205
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;sectoroverstijgend;269;0;0;269
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Overijssel;0193;Zwolle;techniek;4206;387;15;4608
42609;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;ZWOLLE;Utrecht;0344;Utrecht;onderwijs;0;9;0;9
42664;reguliere inst.;30VP;Thomas More Hogeschool;ROTTERDAM;Zuid-Holland;0599;Rotterdam;onderwijs;611;223;0;834
50338;reguliere inst.;08OK;Pedagogische Hogeschool De Kempel;HELMOND;Noord-Brabant;0794;Helmond;onderwijs;802;129;0;931
60763;reguliere inst.;02NR;Hotelschool The Hague;'S-GRAVENHAGE;Noord-Holland;0363;Amsterdam;economie;1308;0;0;1308
60763;reguliere inst.;02NR;Hotelschool The Hague;'S-GRAVENHAGE;Zuid-Holland;0518;'s-Gravenhage;economie;1353;0;0;1353
60802;reguliere inst.;02NT;Design Academy Eindhoven;EINDHOVEN;Noord-Brabant;0772;Eindhoven;taal en cultuur;734;0;0;734
72230;reguliere inst.;10IZ;Marnix Academie;UTRECHT;Utrecht;0344;Utrecht;onderwijs;1086;574;0;1660
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0202;Arnhem;economie;3238;704;475;4417
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0202;Arnhem;onderwijs;358;0;0;358
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0202;Arnhem;techniek;4738;1192;0;5930
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0268;Nijmegen;economie;6553;39;2;6594
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0268;Nijmegen;gedrag en maatschappij;5540;654;180;6374
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0268;Nijmegen;gezondheidszorg;4554;933;392;5879
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0268;Nijmegen;onderwijs;3596;1634;222;5452
72243;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;ARNHEM;Gelderland;0268;Nijmegen;techniek;1919;52;0;1971
