PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;24;51;45;44;33
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;1;3;5;4;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;deeltijd onderwijs;hbo bachelor;man;25;33;31;20;13
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;deeltijd onderwijs;hbo bachelor;vrouw;1;1;0;3;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;duaal onderwijs;hbo bachelor;man;0;0;1;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;man;46;51;65;70;53
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;vrouw;1;3;5;6;9
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;hbo bachelor;man;10;14;18;18;11
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;1;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;37;54;44;44;47
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;1;0;0;1;1
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;man;14;19;31;39;31
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;vrouw;8;20;18;25;18
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;9;10;3;11;10
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;19;25;23;22;20
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;1;1;1;0;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;deeltijd onderwijs;hbo master;man;0;0;12;5;10
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;deeltijd onderwijs;hbo master;vrouw;0;0;1;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;voltijd onderwijs;hbo master;man;0;1;37;31;37
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49136;M Engineering Systems;voltijd onderwijs;hbo master;vrouw;0;0;0;1;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80016;Ad Civiele Techniek Projectvoorbereiding en -realisatie;deeltijd onderwijs;hbo associate degree;man;16;11;10;18;17
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80016;Ad Civiele Techniek Projectvoorbereiding en -realisatie;deeltijd onderwijs;hbo associate degree;vrouw;0;2;1;1;2
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80042;Ad Civiele Techniek Directievoering;deeltijd onderwijs;hbo associate degree;man;0;0;3;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80076;Ad Constructeur Werktuigbouwkunde;deeltijd onderwijs;hbo associate degree;man;1;4;3;3;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80076;Ad Constructeur Werktuigbouwkunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;1;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80077;Ad Systeemspecialist Automotive;deeltijd onderwijs;hbo associate degree;man;3;3;6;2;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80123;Ad Elektrotechniek/Energietechniek;deeltijd onderwijs;hbo associate degree;man;0;1;0;1;3
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80123;Ad Elektrotechniek/Energietechniek;deeltijd onderwijs;hbo associate degree;vrouw;0;0;1;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80124;Ad Elektrotechniek/Embedded Systems Engineering;deeltijd onderwijs;hbo associate degree;man;0;0;1;0;0
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80125;Ad Bouwtechnisch Medewerker;deeltijd onderwijs;hbo associate degree;man;0;1;2;2;6
Gelderland;0202;Arnhem;reguliere inst.;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);80125;Ad Bouwtechnisch Medewerker;deeltijd onderwijs;hbo associate degree;vrouw;0;1;1;2;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;hbo bachelor;man;4;6;6;2;3
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34745;B Docent Theater;voltijd onderwijs;hbo bachelor;vrouw;13;10;16;13;13
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;hbo bachelor;man;0;0;1;0;1
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;34940;B Docent Dans;voltijd onderwijs;hbo bachelor;vrouw;16;20;16;15;13
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;hbo bachelor;man;0;2;4;4;5
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;deeltijd onderwijs;hbo bachelor;vrouw;14;12;11;15;14
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;hbo bachelor;man;3;6;4;4;1
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;onderwijs;lerarenopleidingen op het gebied van de kunst;39100;B Docent Beeldende Kunst en Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;29;15;22;26;17
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;man;15;27;19;19;12
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;vrouw;14;17;11;9;10
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;man;4;9;3;7;11
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;hbo bachelor;vrouw;14;6;10;16;12
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;hbo bachelor;man;1;6;6;5;6
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;34860;B Theater;voltijd onderwijs;hbo bachelor;vrouw;5;3;2;5;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;man;12;11;9;4;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;hbo bachelor;vrouw;17;19;16;18;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;man;4;0;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;hbo bachelor;vrouw;3;0;0;0;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;man;22;19;20;22;12
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;hbo bachelor;vrouw;51;51;43;56;31
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;man;6;5;2;9;4
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;opleidingen voortgezette bouwkunst;44336;M Architectuur;deeltijd onderwijs;hbo master;vrouw;3;0;1;1;1
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;man;2;5;0;4;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;44739;M Muziek;voltijd onderwijs;hbo master;vrouw;0;2;4;2;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;man;9;12;13;7;23
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49114;M Master of Arts in Fine Art and Design;voltijd onderwijs;hbo master;vrouw;24;34;27;28;37
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49125;M Performance Practices;voltijd onderwijs;hbo master;man;0;0;1;4;2
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49125;M Performance Practices;voltijd onderwijs;hbo master;vrouw;2;0;5;4;7
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;man;2;0;1;1;0
Gelderland;0202;Arnhem;reguliere inst.;27NF;ArtEZ;taal en cultuur;voortgezette kunstopleidingen;49238;M Interieurarchitectuur;voltijd onderwijs;hbo master;vrouw;4;3;2;9;8
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;3;3;2;3;6
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;3;6;6;11;13
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;11;13;15;8;15
Gelderland;0222;Doetinchem;reguliere inst.;09OT;Iselinge Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;63;45;57;47;42
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;0;0;0;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;36;28;51;39;38
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;10;11;22;22;12
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;19;19;8;18;11
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;28;35;46;28;17
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;13;11;12;14;10
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;29;28;34;21;19
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;hbo bachelor;man;15;17;12;14;13
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);34686;B Journalistiek;voltijd onderwijs;hbo bachelor;vrouw;25;27;16;16;24
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);80080;Ad Ondernemen;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;3
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;economie;n.v.t. (economie);80080;Ad Ondernemen;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;10;22;12;6;7
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;44;50;44;31;24
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;man;0;0;0;1;0
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;vrouw;10;10;6;1;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;30;35;30;25;24
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;158;178;166;137;114
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;man;19;19;14;14;13
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;deeltijd onderwijs;hbo bachelor;vrouw;14;14;10;8;5
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;man;10;14;5;8;8
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35146;B Theologie;voltijd onderwijs;hbo bachelor;vrouw;10;12;13;5;8
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;man;0;0;2;4;8
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;vrouw;0;0;10;15;24
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80146;Ad Pastoraal Werk;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;5
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80146;Ad Pastoraal Werk;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;1;3
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;hbo bachelor;man;2;4;0;4;0
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;hbo bachelor;vrouw;15;17;12;19;6
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;man;4;5;11;2;3
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;vrouw;40;42;57;29;39
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;man;12;5;8;8;9
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;78;77;76;82;86
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);49294;M Speltherapie;deeltijd onderwijs;hbo master;man;0;0;0;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;gezondheidszorg;n.v.t. (gezondheidszorg);49294;M Speltherapie;deeltijd onderwijs;hbo master;vrouw;0;0;0;7;14
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;1;1;3;4;5
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;5;9;8;11;4
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;man;0;1;1;2;2
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;vrouw;1;1;0;8;7
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;17;11;20;18;18
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;94;110;72;47;60
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;leraar basisonderwijs;80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;7
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;man;3;4;1;1;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;vrouw;0;3;0;1;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;man;10;5;3;3;4
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;vrouw;8;4;1;6;4
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;man;4;2;6;0;3
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45274;M Leraar Godsdienst;deeltijd onderwijs;hbo master;vrouw;0;1;1;0;1
Gelderland;0228;Ede;reguliere inst.;25BA;Christelijke Hogeschool Ede;techniek;n.v.t. (techniek);80083;Ad ICT Service Management;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;1
